text	label
午评：商品早盘全线飘红 橡胶白糖领涨	0
信诚人寿推出新型健康险产品健康今生	0
期货交易重四绝	0
基金无视大非承诺 延期减持几成伪命题	0
富国基金窦玉明：不相信有人能判断A股转折时机	0
消息称跨境ETF已基本获批 或年内推出	0
指基差异化发展将演绎股市新格局	0
农产品价格维持高位 券商纷纷推荐农业股	0
工银信用添利基金今日分红	0
下游需求不振 棉花反弹或昙花一现	0
携程假保单案一审明日开庭 谁是赔偿主体是焦点	0
猪粮比跌破平衡点已达两周	0
去年新发行一对多产品151只 赶超公募基金	0
黑茶狂飙黑马价 六堡茶王拍出145万高价	0
4期货公司增强麦空单  广发狂减万手沪锌多单	0
债基岁末扎堆分红 着眼布局来年市场	0
政策预期利多连豆增仓上行	0
天弘添利A再现比例配售	0
国际原油价格跌破每桶88美元	0
10只基金节后首周发行	0
专户一对多最快可在本月入市	0
价格与库存同步上涨 期铜新高悬疑	0
图文：宏源证券行业分析师闵丹	0
小县城有大贸易量 期货公司瞄上钢材福建商帮	0
外盘豆价疲软 国储大豆再流拍	0
封闭式基金暗藏掘金机会	0
棉价坐上过山车 品牌服装公司受益棉价下跌	0
基金市场跌多涨少	0
债券货币基金看市场 下半年经济存在好转机会	0
股权问题很纠结：传华夏面临大变 国泰归江已挂靴	0
梅拉梅德：中国股指期货市场前景不可限量	0
新交所推全球首份铁矿石柜台交易掉期结算合同	0
长盛新基金新支付渠道成功上线	0
四只基金昨日成立共募160亿	0
波罗的海货运指数下滑 中国铁矿石采购忧虑打压	0
EIA下调今年全球原油需求预期	0
阳光私募前5月跑赢基金券商偏股产品	0
伦敦金属交易所基本金属期货价格6日普跌	0
蓝筹回归基金排名变动大	0
国内首只分级指数基金发行	0
三险商深陷海通增发门 保费变炮灰巨亏75亿	0
期货市场是中国经济改革开放标志和成果之一	0
民生加银首只基金牛年问世	0
中海蓝筹灵活配置基金主动分红	0
期指引领现货走势 空头加仓有所收敛	0
OPEC产量连续三月下滑 原油前景蒙上阴影	0
午评：期市震荡企稳 多品种尾盘翻红	0
美国可能释放紧缩信号重创橡胶市场	0
短线投机资金再度做多郑糖	0
第四只300指数基金获批	0
基金人才逆流券商资管 类合伙人制度吸引人才	0
华富基金聘任高管 邹牧成为新任副总经理	0
上半年38家基金遭净赎回 三大公司赎回最严重	0
套期保值需将期货损益与现货盈亏相结合	0
明年基金或择机抱团取暖	0
提早准备选好基积极备战2010年	0
探索市场化人才机制提高期市自主创新能力	0
郭富城赚钱经：别做自己不擅长的事(图)	0
外汇额度相继获批 基金公司再涌出海潮	0
食用农产品价格连涨9周	0
首宗阳光私募被查案续：交银国信纵容股价操纵	0
上投摩根基金：新兴产业仍为核心配置	0
新华钻石品质企业基金发行	0
北京银行女职员高息吸存诈骗 被追缴4084万	0
上海铜库存达6年新高 库存因素将继续压制铜价	0
沪金盘中再创新高 主力终盘上涨1.66%	0
证监会盘点上半年稽查 增45起内幕交易案调查	0
股指期货投资者适当性制度正在设计	0
金鹰基金高层再度换血 董事长和总经理面临变动	0
垄断增加不了铁矿谈判砝码	0
净值暴跌加不断减仓 股票型基金现无票可卖	0
库存持续下降 螺纹多单继续持有	0
需求放缓沪胶反弹受限	0
长假来临谨慎观望 沪胶继续窄幅震荡	0
银行理财产品持续升势 专家提示莫忘资金安全	0
广发系基金当了回陪练	0
天弘基金旗下3只基金分红	0
部分QDII将集中到期 浮亏下关注止损	0
夫妻联合寿险为爱情担责	0
沪锌破位下跌沪铅跳空下挫 PTA压力凸显	0
易方达沪深300指基28日起发售	0
美元兑人民币22日中间价为6.8339元	0
徽商期货  上线手机报服务	0
利润排名重新洗牌 基金首季亏损885亿	0
三大钢企共同下调7月价格 钢材市场全面承压	0
银华三只基金进入TOP10	0
天弘永定价值成长基金今起发行	0
永安期货11月17日早盘视点	0
解聘境外投资顾问工银瑞信独掌QDII投资决策权	0
对症下药改打通胀牌 基金翩然起舞周期股	0
13只基金1月跑赢上证指数	0
中间商囤积玉米炒高价格 背后隐现央企身影	0
黄金期货价格一年涨了31% 谨防追高风险	0
基金销售费用管理规定公开征求意见的通知	0
收评：沪指大跌5.23% 基金全线下挫	0
债券基金审批大提速 中小基金公司不感冒	0
内地首只沪深300指数分级基金获批发行	0
广发沪深300指数基金正式生效	0
景顺长城新兴成长股基分红 每10份派0.1元	0
证监会：内幕交易多发势头得到遏制	0
全球股市发飙 大宗商品狂欢	0
设计多元化 新基金细盘点	0
国内护农政策让谁受益	0
2011年糖价合理中枢5800元 二月或现糖价拐点	0
伦铜再创历史新高 国内铜价被动跟涨	0
构建底部	0
触底反弹偏股基金净值上涨10.30%	0
进口供应增加沪胶构筑三重顶 后市看至14500元	0
中国银行业危机中崛起 盈利和市值料超欧美银行	0
创业板指数基金呼之欲出	0
三只新债基卖了66亿 债券基金又成热门	0
汇丰晋信科技先锋股票基金正在发行	0
中期研究院：担忧政策靴子 商品犹豫中步入震荡	0
二次探底风险增强 下半年铜市宽幅震荡	0
二手房新政明起实施 住房营业税减免暂定一年	0
基金上半年业绩史上倒数第二 平均下跌14.31%	0
新发债基热衷打封字牌 封闭运行带来连续溢价	0
2008年4大最牛基金把脉四季度	0
中欧稳健债基第三次分红 10派0.4元	0
10基金本月进入发行期	0
易方达深证100ETF盈利51%	0
消息称证监会邀基金提交小QFII建议	0
大宗商品成交放量 整体仍处卖方市场	0
NYMEX原油期货27日亚洲电子盘涨逾2%	0
同一套材料申请信用卡 两家银行额度差了8万	0
螺纹钢现货问世 渤商所构建区域性钢材现货市场	0
牛牛理财日报：年收入60万元的快乐生活(231期)	0
四川省饲料养殖企业套期保值培训班17日举行	0
吴定富：保险业三高一低问题仍存在	0
农银汇理华和宝兴业两基金募集成立	0
深100ETF成交活跃 成期指套利主要品种	0
融通领先成长基金第二次分红 每10份派0.8元	0
期货市场中空气仍弥漫	0
幽灵资金频现新基金发行	0
高风险货币下跌 美元低位徘徊	0
国际糖价逼近28年高点 市场认为未来供给吃紧	0
香港交易所正式推出黄金期货	0
年终将至基金看淡后市 偏股型基金扎堆分红	0
牛牛理财日报：做好你的基金投资长跑(169期)	0
安邦财险接盘瑞福德意在健康险牌照	0
股票型债券型新基金发行冷热不均	0
希腊援助贷款存变数 黄金温和收高	0
一周全球最新大宗商品价格及重要指数信号	0
绿色车险将面市 财险公司开打低碳牌	0
海外糖价大幅上扬 国内糖企无奈隔岸观火	0
招商安本增利每10份派1.30元	0
藏家姚远利的匾额收藏：一匾一乾坤(图)	0
钢材期货重出江湖 入市尚需谨慎	0
7月以来QDII净值平均跌幅为3.05%	0
保本+价值挖掘 3只阳光私募堪比章鱼保罗	0
小盘股行情退烧 基金投资创业板慎之又慎	0
5新股上市4只破发 多只债券基金打新中弹	0
走牛还是走熊 金属市场左右摇摆	0
6家基金报告摘要：李旭利说单边下跌结束	0
商品期货全年大涨 棉铜胶表现抢眼	0
太极系紧急辟谣重组传闻 私募建议谨慎参与	0
石化报价抬涨坚决 连塑上涨动力转换依旧看多	0
债弱股强 基金市场大逆转	0
华夏旗下上证50将进行分红 每10份派0.6元	0
天治创新先锋过去六个月排名第一	0
50万吨天胶有望晋级国家收储	0
封基集体疲软 机构再吃高折价率品种	0
基民风险偏好低 债基受欢迎	0
英国亿万富豪可能将为离婚支付24亿英镑	0
日新兴市场债券基金10月缩水两成	0
三九医药股改复牌 重仓基金有惊无险净值受益	0
美豆库存已不够两周降低至1.1亿蒲式耳	0
中间商拿走玉米涨价的大头	0
持仓下降 投机资金明显退出原油市场	0
收评：沪基指放量收涨3.62% 两市封基全线上扬	0
花旗高盛将裁员12000人	0
美大豆玉米后市面临天气炒作	0
期市收评：沪工业品期货重挫 白糖率先反弹	0
利空消息出尽 美豆或现阶段性底部	0
央行加息靴子落地 商品上涨格局延续	0
沪钢走势纠结处于敏感期	0
39只不满周岁基金业绩差异明显	0
从国内外因素看大豆反弹	0
沪铝节前交易清淡 调整即将结束节后或反弹	0
上期所发布五一风控通知	0
期市午评：油脂再现强势 沪锌领涨有色金属	0
美元的弱势继续支撑商品价格	0
基金：十月开门红 静待数据明朗	0
商品市场在中国需求争议中寻求方向	0
渤海商品交易所将推出螺纹钢和热轧卷板品种	0
千点反弹 基金座次重新排	0
上投摩根网上交易定投享4折优惠	0
豆类及油脂面临基本面和欧债双重利空	0
沪基指半日上涨0.67% 两市逾九成封基飘红	0
花旗银行：基本金属前景不容乐观	0
大宗商品再成避风港 资源类股票机会又现	0
商品下周料冲高回落 重点关注农产品	0
那只天价瓶子 究竟是何方神圣	0
股基卖债接近尾声债券市场止跌企稳	0
通胀压力不减 加息难在商品市场奏效	0
四大行新增信贷已达2400亿全月或轻松破万亿	0
保本基金今年全保本	0
美国会议员工资有多高 55名议员为千万富豪	0
沪铝午后走高涨逾2.5% 白糖上行	0
钢材期货27日挂牌 保证金为8%首日涨跌停板10%	0
5只网下配售股今上市 基金浮亏4500万	0
深圳期货公司评级成绩不佳	0
严重过剩 LME铝库存一年翻番	0
宋鸿兵：银价涨势远未到头 唱空是美国障眼法	0
郑棉：政策威慑下的回落恐难持续	0
理柏中国基金奖2010获奖名单	0
期市午评：商品回归震荡 金属企稳塑料创新低	0
华夏基金扎堆武汉塑料赌重组	0
去年仅三成基民获利 低风险品种受垂青	0
基金业再曝老鼠仓 监管指向三条底线	0
车船税暗打折涉嫌违规	0
三大属性决定09年金价难有大作为	0
债基迎来年底分红潮	0
保本基金逆市走俏	0
加息对商品利空无需多虑	0
去年下半年109只基金申请募集	0
央行年内二度加息继续释放收紧信号	0
白银一周内价格暴跌逾25% 回调至30美元或重升	0
棉花后市仍将温和振荡走高	0
传中行下周二发30亿人债 票面息率最高3.4厘	0
西部证券携手梅隆银行 合资基金公司选址上海	0
波罗的海干散货运价指数继续上涨 回升走势脆弱	0
最牛债基富国天丰深陷城投债 两周跌去6%	0
钢材现货报价弱势下跌	0
沪金小幅回调不影响信心 资金欲择机入场	0
喧嚣一年：投资利器Topview将告别	0
菜籽价格上有顶下有底 农户惜售心理严重	0
房屋销售回暖 提早布局的基金等着数钱	0
南方基金彩虹之旅中国行北京专场日程安排	0
象棋收藏别具一格 关键看材质	0
供求关系日趋紧张 菜籽油价格底部有望抬高	0
老鼠仓已初步遏制 基金监管酝酿新动作	0
下游开工稳定 PTA创十周新高	0
紧盯高成长 33家基金公司撒网创业板	0
三季度末基金业规模缩水至2.13万亿元	0
施建军：树脂企业应该充分利用期货市场	0
货币基金冲规模 小基金公司直呼不公平	0
高收益债券基金谨慎配置 严控风险	0
银河基金元老级人物王忠波出走始末	0
券商看市：“一日游”终结	0
塑料有望站上12000元	0
基金抱团制造牛股：隐形重仓跑出多匹黑马	0
浙江证监局查处期货经纪人违规揽客	0
北京7折利率房贷只剩浦发和农商行	0
资金涌入豆油市场	0
信诚全球商品主题基金11月9日起发售	0
新基金迎来建仓良机	0
美豆收割率创新低 豆价涨跌天说了算	0
私募基金震荡市中超越公募 多数谨慎轻仓操作	0
大成基金开展老基金现场确权	0
精挑个股正当时 基金公司启动密集调研	0
华夏大举套现约2.69亿 或成反向指标又一例证	0
下游企稳豆价易涨难跌	0
白领最羡慕高薪职业排行榜	0
货币基金：流动性为王绝对正收益 但跑不赢存款	0
鲍伯狄伦反战歌词手稿卖天价	0
赵新宇：做好基金投资把握三原则	0
上期所：期货研究应引领舆论正确对待期市	0
百姓理财不可因噎废食	0
期指IF0906现单边上涨 中金所启用强制减仓制度	0
传统封闭式基金折价率小幅回升	0
牛市阶段性见顶 农产品后市或振荡走弱	0
郑糖低开 全球糖价承受季节性回调压力	0
收评：期市全线下跌 黄金再放光芒	0
快讯：郑棉盘初跳水跌逾1.76%	0
易方达基金公司提前布局优质指数	0
南非标准银行：中国升息担忧成油价隐患	0
各路资金蜂拥至 秋拍进入白热化	0
56家基金因双汇损失34亿 兴全7000万自购救急	0
电力设备两头受益 有色金属最先复苏	0
华夏旗下三债基集体分红	0
基金清盘机制同样亟需完善	0
金福2号或成公募管理信托产品提前退市第一单	0
信诚基金毛卫文：纯债基有利平滑投资风险	0
华尔街内幕交易案后续 帆船集团反咬证交会违法	0
沪油多头反扑 期价高开高走冲上4300	0
战绩不佳新手倒下 基金经理需练功	0
证监会：期货公司全国设点分类评级应达B类以上	0
基金网上销售突围：第三方支付或是一次艰难旅程	0
上周有14款集合资金信托计划发行或成立	0
投资指数基金是全球大趋势	0
东京工业品交易所拟暂停铝期货交易	0
冠军基金经理的2011年炼金术	0
科威特主权财富基金去年后三季度损失310亿美元	0
铜市疑现挤空 短期料将支撑铜价	0
证监会 派出机构将审核基金公司设立分支机构	0
早籼稻期货弱势尽现	0
金价发力上冲激发市场投资热情	0
事件回放：宝盈风波源于逼宫门	0
李春瑜：发展私募基金有利于优化市场投资结构	0
投资内参：煤炭继续走高 焦炭上涨仍需时间	0
华商盛世获年度收益总冠军	0
QDII基金惨遭赎回 一季度缩水59.6亿份	0
首只行业指基今起发售	0
发改委大豆新政 大豆产业期待内外资公平破局	0
避险情绪加剧 昨日美股大跌	0
公积金贷款拟降低担保费率	0
多空双方表现谨慎 有色金属震荡格局未改	0
股市震荡指数新基惨遭抛弃	0
上投摩根阿尔法基金分红 每10份派现18.8元	0
突发事件致金价起伏 目前炒金注意两大风险	0
快讯：创新封基瑞福进取冲击涨停 溢价率超60%	0
天琪2月14日早盘分析摘要	0
欧洲央行将联手美瑞日英央行提供美元流动性	0
外盘升压VS内盘抛压 郑糖在夹缝中徘徊	0
豆类上涨空间打开 油脂成多空主战场	0
韩会永：债基配置价值彰显	0
下榨季定多头基调 白糖全方位大涨	0
铜价重归调整 反弹尚需等待	0
沪胶中线上涨仍值得期待	0
欧佩克决定维持目前原油产量不变	0
瑞和小康和远见今上市 开盘参考价公布	0
期货午评：期市再陷震荡 沪黄金大跌	0
上半年基金股票换手率同比下降13	0
徽商期货交易系统罢工 公司声明未提及赔偿问题	0
沪铜强劲上涨 郑糖积聚人气	0
沪胶领涨逼近前期新高	0
QDII基金今年以来亏损超1.8亿元	0
糖价上涨 两糖企或明显受益	0
投资利益被腰斩 黄金投资或成避风港	0
东方基金变更督察长 吕日将成为新任督察长	0
年金市场3000亿蛋糕争夺 基金公司分化明显	0
净值假打折 102只股基反弹市业绩两极分化	0
飓风两级跳油价或狂飙	0
泰山文交所仍遭爆炒 黄永玉01上市首日涨幅115%	0
投保日报：自助保障规划第一步是了解产品	0
监管层部署基金飞行检查 三条底线围绕投研体系	0
美元十字路口望商品趋势	0
基金公司滑铁卢背后 股东间内耗祸及业绩	0
波罗的海干散货运价指数疲软 接近两个月低点	0
国家文物局普查发现2万余登记在册文物消失	0
新兴产业迎来巨大成长空间	0
公募一年缩水1739亿：基金业路在何方	0
基金创新年年讲 创新产品年年缺	0
首年高额退保另类分红险遭质疑	0
近20家创新类期货公司有望下月亮相	0
市场波动幅度加大 投资难度明显加大	0
麦当娜的招牌胸罩成收藏投资热点(图)	0
首只债券指数基金拿到准生证	0
企业年金业务牛年开花	0
业绩频变脸 选基要看长期收益	0
依然要看宏观面脸色 商品近期或加剧震荡	0
外币理财惨遭滑铁卢 中资行提前终止澳元产品	0
铜旺季需求不大 期铜将延续调整之路	0
创新封基表现好怪 净值猛涨市价不跟	0
基金从业者去年下半年加仓基金	0
16只沪深300指数基金有望借虎生威	0
收益不断降 理财产品卖不动	0
生产成本支撑 郑糖下跌空间有限	0
重仓期指惹的祸：申万跳楼员工贷款200万巨亏	0
保监会拟出台新规：券商等金融机构可代销保险	0
王亚伟 从不依据内幕信息投资重组股	0
白银价格暴跌 电子行业淡定	0
沈海华：下半年LME铜价可至1万美元	0
市场资金偏好低风险产品 首募规模差距大	0
快讯：期货市场全线大涨 油脂豆类等涨停	0
上周基金开户数近5万户 环比下降超过两成	0
连塑中期振荡筑底	0
TOCOM橡胶期货微幅收高 中国数据提振市场人气	0
疲弱数据拖累 原油收盘走低	0
24%基金公司管理费同比实现正增长	0
基金直销费率打折招来逃税质疑	0
基金态度反复 QFII钟情蓝筹	0
克隆网银大肆吸金 防骗亟需源头治理	0
网购买保险谨防假保单 相关免责条款须看清	0
ICSG：2009年全球精炼铜供应料过剩370000吨	0
铜铝锌供大于求局面仍将持续	0
李莉离婚门牵出上投摩根招待门	0
公募基金一哥王亚伟卸任 2010年光环暗淡	0
国内铜价修正行情启动 向下寻找支撑	0
防火墙短板拷问银行系产业基金	0
买现卖期 玉米期现套利机会出现	0
油市空头强大 欧佩克将频繁干预市场	0
巧用网银存款免费搬家 异地汇款也可搭免费车	0
系统临界性风险是暴跌元凶	0
多空鏖战塑料期货 持仓量创新高	0
玉米深加工每吨获150元补贴 中粮系受益最大	0
南方基金温暖300计划向玉树灾区捐款80万元	0
基金排名 无关持有人的狂欢	0
货立基群 货币基金收益直指一年期定存	0
投连险跌字当头 不擅转换账户慎买	0
巾帼枭雄出师引领汇丰晋信平稳增利	0
少儿投连险在杭出炉	0
今年以来封基净值平均增长12.46%	0
信诚三得益基金分红	0
高铁事故引发需求担忧 有色金属难以大幅上涨	0
欧佩克：随时准备增产抑油价	0
年金业绩去年大幅跑赢公募基金	0
高盛报告称：商品上涨行情可能刚开始	0
中储粮管理不善 再曝周口硕鼠	0
大豆收储行情面临关键战役 价格大跌风险犹存	0
股基拖累基金利润同比下滑99%	0
基金二季度亏损近900亿元 大公司亏损更多	0
最新1年期记账式国债今日上市交易	0
信达澳银基金：市场将转向盈利驱动	0
鹏华动力基金分红累计超34亿	0
商品期货跃居全球第二 金融期货加紧筹备	0
棉花期货创13个月新高 相关公司股价抢眼	0
分红险万能险都尴尬 保险产品停售进行中	0
沪胶面临上升三角形突破	0
避险资金步步紧逼 债基边承压边吸筹	0
22日股票基金连续飙升 八成半基金涨幅超2%	0
易方达增强回报业绩持续领跑	0
流动性充裕演绎小牛 基金经理重新垂青大盘股	0
期货的大盘股：螺纹钢蓄势待发	0
大行高管年薪暗藏玄机 部分奖金未计入逃避监管	0
万家精选基金第一次分红 每10份派现0.8元	0
浙江系爆炒小麦 资金闪电进出	0
欧债危机恶化 铜价领衔有色暴跌	0
张晓刚重要早期作品拍出5218万港元	0
理财年终奖幸福更持久	0
螺纹钢高位震荡 延续缓慢爬升趋势	0
逾百名星展雷曼债苦主将集体诉讼	0
黄金概念QDII受热捧 一天卖8亿份	0
双汇跌停 基金市值蒸发17亿	0
趁热打铁 专户一对多快速启动募集	0
铜价牛市后继乏力	0
中小基金产品突前 同系基金抱团上涨	0
农产品延续调整 未来涨势仍可期待	0
市场价向收储价靠拢 棉花交储企业增多	0
黄金周淘金有道 节日来点纸黄金节后再买实物金	0
钻石王老五资产配置计划 千万财富集中于房产	0
安徽庐江探明储量１亿多吨大铁矿	0
奥运冠军偏爱低风险产品	0
大商所拟上市石化期货新品种	0
母润昌：钢材期货将平稳运行 未来发展前景看好	0
鹏华基金10年分红6倍于管理费	0
换肾手术后保险公司拒赔 人保称客户恶意投保	0
基金设计应该特征鲜明	0
投连险：买进容易退出难	0
白糖期货巨量收阴短线走势趋弱	0
多家银行暂停地方融资平台信托贷款	0
阳光私募首遭证监会立案调查 8名自然人涉案	0
如何博取创新封基套利机会	0
国际油价飙涨 国内油价调价窗口来临	0
工商银行托管基金达百只	0
看好融资融券 基金抓准券商股	0
市场自然回调 基金净值回落	0
17只五星基金跑输一星基金	0
高糖价谜底：制糖联合体惜售控制定价权	0
美元兑人民币2月12日中间价为6.8327元	0
原油期价可能跌至70美元	0
保险三巨头各有诉求 两会提案透心思	0
212只基金去年利润减98.65% 管理费增1.5%	0
三基金公司人事变更	0
伦铜重挫跌穿7000美元 投资者忧虑救市效果	0
收评：场内基金普涨 银华300大涨8.81%	0
七月以来基金略有加仓	0
大盘封基最含金 小盘封基短期需谨慎	0
棉市回调空间不大 高位运行仍将延续	0
基金看高四季度股指行业配置有讲究	0
买基金不能光听别人说	0
续写15个月新低 美元新一轮下跌启动	0
09年基金市场迎来开门红	0
A股与基金新增开户数创近3个月新高	0
10月24日基金盘前交易提示	0
2010中国基金营销拓展研讨会日程与议题安排	0
金属整体运行偏强 美元持续对金属价格施加影响	0
又有QDII基金境外投资顾问遭解约	0
CFTC：投机客增持ICE棉花净多头至三个月高位	0
德意志银行称金价2012年涨至每盎司2000美元	0
封基年末逆市走强 分红或造就阶段性热点	0
机构看好封基后市分红行情序幕拉开	0
保尔森大赚巴菲特巨亏 晒晒大师投资账单	0
风格转换未现小盘基金受青睐	0
国内商品普遍回调 棉胶大幅杀跌	0
存准率再临上调压力 银行理财收益有望水涨船高	0
新指基跑步进场抢筹码	0
中欧新动力今日结束募集	0
恒生指数连续七周上涨 QDII三季度平均涨9%	0
低风险为王 债券型基金销售火爆	0
证监会批准早籼稻期货合约上市	0
1.8元长城币卖到了150元(图)	0
公募出手谨慎私募一掷千金 基金冷对增发吸金	0
基金二季度换防湘电股份：华夏南方大举进入	0
